,Unnamed: 0,restaurant,category,food,price
203,203.0,فست فود قارچ ویچ,نوشیدنی,دوغ شیشه ای آبعلی ," ۲۲,۰۰۰ تومان"
204,204.0,فست فود قارچ ویچ,نوشیدنی,دوغ بطری اعلاء ," ۳۳,۰۰۰ تومان"
205,205.0,فست فود قارچ ویچ,نوشیدنی,آب معدنی کوچک ," ۳۳,۰۰۰ تومان"
206,206.0,فست فود قارچ ویچ,نوشیدنی,آب معدنی بزرگ ," ۳۳,۰۰۰ تومان"
207,207.0,خانه برگر,برگر,همبرگر مرغ ," ۱۰۹,۰۰۰ تومان"
208,208.0,خانه برگر,برگر,چیز برگر مرغ ," ۱۲۹,۰۰۰ تومان"
209,209.0,خانه برگر,برگر,ماشروم برگر مرغ ," ۱۲۹,۰۰۰ تومان"
210,210.0,خانه برگر,برگر,چیلی برگر مرغ ," ۱۱۰,۰۰۰ تومان"
211,211.0,خانه برگر,برگر,چیلی برگر ماشروم مرغ ," ۱۳۲,۰۰۰ تومان"
212,212.0,خانه برگر,برگر,چیکن دونر ," ۱۶۸,۰۰۰ تومان"
213,213.0,خانه برگر,برگر,چیکن پپرونی ," ۱۶۸,۰۰۰ تومان"
214,214.0,خانه برگر,برگر,چیکن رویال ," ۱۶۸,۰۰۰ تومان"
215,215.0,خانه برگر,برگر,چیز برگر اسپایسی مرغ ," ۱۲۹,۰۰۰ تومان"
216,216.0,خانه برگر,برگر,هات چیکن ," ۱۶۸,۰۰۰ تومان"
217,217.0,خانه برگر,برگر,دبل میکس پنیری ," ۲۱۹,۰۰۰ تومان"
218,218.0,خانه برگر,برگر,همبرگر گوشت ," ۱۳۳,۰۰۰ تومان"
219,219.0,خانه برگر,برگر,چیز برگر ," ۱۴۷,۰۰۰ تومان"
220,220.0,خانه برگر,برگر,ماشروم برگر ," ۱۴۷,۰۰۰ تومان"
221,221.0,خانه برگر,برگر,چیز برگر ماشروم ," ۱۵۷,۰۰۰ تومان"
222,222.0,خانه برگر,برگر,چیلی برگر ," ۱۳۵,۰۰۰ تومان"
223,223.0,خانه برگر,برگر,دونر برگر ," ۱۷۹,۰۰۰ تومان"
224,224.0,خانه برگر,برگر,هات دونر گوسفند ," ۱۷۹,۰۰۰ تومان"
225,225.0,خانه برگر,نوشیدنی,نوشابه قوطی ," ۲۴,۵۰۰ تومان"
226,226.0,خانه برگر,نوشیدنی,ماءالشعیر شیشه ای هی دی ," ۲۴,۵۰۰ تومان"
227,227.0,خانه برگر,نوشیدنی,دوغ بطری محلی ," ۲۴,۵۰۰ تومان"
228,228.0,خانه برگر,نوشیدنی,آب معدنی کوچک ," ۲۲,۰۰۰ تومان"
229,229.0,مرغ شکم پرهمت,خوراک,مرغ شکم پر با رب انار ," ۲۵۰,۰۰۰ تومان"
230,230.0,مرغ شکم پرهمت,بریان,بال بریان ," ۲۹۰,۰۰۰ تومان"
231,231.0,مرغ شکم پرهمت,نوشیدنی,نوشابه خانواده پپسی کولا ," ۳۰,۰۰۰ تومان"
232,232.0,مرغ شکم پرهمت,نوشیدنی,دوغ خانواده آبعلی ," ۳۰,۰۰۰ تومان"
233,233.0,رستوران ۹۰,چلو کباب,چلوکباب کوبیده گوشت ," ۱۸۰,۰۰۰ تومان"
234,234.0,رستوران ۹۰,چلو کباب,چلو کباب وزیری ," ۱۲۰,۰۰۰ تومان"
235,235.0,رستوران ۹۰,چلو کباب,چلو جوجه کباب سینه مرغ  ," ۱۳۰,۰۰۰ تومان"
236,236.0,رستوران ۹۰,چلو کباب,چلو بال و بازو کبابی ," ۱۰۰,۰۰۰ تومان"
237,237.0,رستوران ۹۰,چلو کباب,چلو کره ," ۵۰,۰۰۰ تومان"
238,238.0,رستوران ۹۰,چلو پلو ایرانی,چلو رولت ," ۲۱۰,۰۰۰ تومان"
239,239.0,رستوران ۹۰,چلو پلو ایرانی,چلو اکبر جوجه ," ۲۰۰,۰۰۰ تومان"
240,240.0,رستوران ۹۰,چلو پلو ایرانی,چلو مرغ ران سرخ شده ," ۱۱۵,۰۰۰ تومان"
241,241.0,رستوران ۹۰,چلو پلو ایرانی,چلو مرغ سینه سرخ شده ," ۱۱۵,۰۰۰ تومان"
242,242.0,رستوران ۹۰,چلو پلو ایرانی,چلو ماهی شکم پر ," ۲۵۰,۰۰۰ تومان"
243,243.0,رستوران ۹۰,چلو خورشت,چلو خورشت قورمه سبزی ," ۹۵,۰۰۰ تومان"
244,244.0,رستوران ۹۰,چلو خورشت,چلو خورشت قیمه سیب زمینی ," ۹۵,۰۰۰ تومان"
245,245.0,رستوران ۹۰,چلو خورشت,چلو خورشت قیمه بادمجان ," ۹۵,۰۰۰ تومان"
246,246.0,رستوران ۹۰,نوشیدنی,نوشابه بطری ," ۱۱,۰۰۰ تومان"
247,247.0,رستوران ۹۰,نوشیدنی,نوشابه خانواده پپسی کولا ," ۱۱,۰۰۰ تومان"
248,248.0,رستوران ۹۰,نوشیدنی,ماءالشعیر خانواده هی دی ," ۱۱,۰۰۰ تومان"
249,249.0,رستوران ۹۰,نوشیدنی,دوغ خانواده خوشگوار ," ۳۰,۰۰۰ تومان"
250,250.0,رستوران ۹۰,نوشیدنی,آب معدنی کوچک ," ۳۰,۰۰۰ تومان"
251,251.0,رستوران ۹۰,نوشیدنی,آب معدنی بزرگ ," ۳۰,۰۰۰ تومان"
252,252.0,جعبه سوخاری,برگر,برگر دست ساز ," ۱۸۹,۰۰۰ تومان"
253,253.0,جعبه سوخاری,برگر,برگر سوخاری گوساله ," ۱۵۳,۰۰۰ تومان"
254,254.0,جعبه سوخاری,برگر,برگر سوخاری گوسفندی ," ۱۵۹,۰۰۰ تومان"
255,255.0,جعبه سوخاری,برگر,برگر میکس سوخاری ," ۲۴۱,۰۰۰ تومان"
256,256.0,جعبه سوخاری,برگر,برگر میکس گریل ," ۲۱۳,۰۰۰ تومان"
257,257.0,جعبه سوخاری,برگر,بیکن برگر ," ۲۲۹,۰۰۰ تومان"
258,258.0,جعبه سوخاری,برگر,دبل دان برگر ," ۲۶۳,۰۰۰ تومان"
259,259.0,جعبه سوخاری,ساندویچ,ساندویچ گردن ," ۲۶۷,۰۰۰ تومان"
260,260.0,جعبه سوخاری,ساندویچ,ساندویچ رست بیف ," ۱۷۷,۰۰۰ تومان"
261,261.0,جعبه سوخاری,ساندویچ,ساندویچ میکس رست ," ۱۴۵,۰۰۰ تومان"
262,262.0,جعبه سوخاری,ساندویچ,ساندویچ رست چیکن ," ۱۱۳,۰۰۰ تومان"
263,263.0,جعبه سوخاری,ساندویچ,ساندویچ فیله سوخاری ," ۱۱۷,۰۰۰ تومان"
264,264.0,جعبه سوخاری,ساندویچ,هات داگ ," ۱۴۳,۰۰۰ تومان"
265,265.0,جعبه سوخاری,ساندویچ,ساندویچ پیتزا ," ۹۹,۰۰۰ تومان"
266,266.0,جعبه سوخاری,سوخاری,سبد سوخاری ," ۴۸۳,۰۰۰ تومان"
267,267.0,جعبه سوخاری,سوخاری,مرغ سوخاری دو تکه ," ۱۹۷,۰۰۰ تومان"
268,268.0,جعبه سوخاری,سوخاری,مرغ سوخاری سه تکه ," ۲۲۷,۰۰۰ تومان"
269,269.0,جعبه سوخاری,سوخاری,مرغ سوخاری پنج تکه ," ۴۱۷,۰۰۰ تومان"
270,270.0,جعبه سوخاری,سوخاری,مرغ سوخاری هفت تکه ," ۵۶۳,۰۰۰ تومان"
271,271.0,جعبه سوخاری,سوخاری,بال سوخاری شش تکه ," ۱۷۹,۰۰۰ تومان"
272,272.0,جعبه سوخاری,سوخاری,فیله استریپس ," ۲۲۳,۰۰۰ تومان"
273,273.0,جعبه سوخاری,سوخاری,لقمه سوخاری ," ۲۱۵,۰۰۰ تومان"
274,274.0,جعبه سوخاری,سوخاری,میگو سوخاری ," ۲۳۹,۰۰۰ تومان"
275,275.0,جعبه سوخاری,سوخاری,پنیر سوخاری ," ۹۷,۰۰۰ تومان"
276,276.0,جعبه سوخاری,سوخاری,قارچ سوخاری  ," ۷۵,۰۰۰ تومان"
277,277.0,جعبه سوخاری,سوخاری,پیاز سوخاری ," ۵۳,۰۰۰ تومان"
278,278.0,جعبه سوخاری,پاستا,پاستا آلفردو ," ۱۷۹,۰۰۰ تومان"
279,279.0,جعبه سوخاری,سالاد,سالاد سزار سوخاری ," ۱۷۷,۰۰۰ تومان"
280,280.0,جعبه سوخاری,سالاد,سالاد سزار گریل ," ۱۵۷,۰۰۰ تومان"
281,281.0,جعبه سوخاری,پیش غذا,بوفالو وینگز ," ۱۲۱,۰۰۰ تومان"
282,282.0,جعبه سوخاری,پیش غذا,جعبه مزه ," ۱۶۷,۰۰۰ تومان"
283,283.0,جعبه سوخاری,پیش غذا,سیب زمینی سرخ شده ," ۵۷,۰۰۰ تومان"
284,284.0,جعبه سوخاری,پیش غذا,سیب زمینی سرخ شده مخصوص ," ۱۶۹,۰۰۰ تومان"
285,285.0,جعبه سوخاری,نوشیدنی,نوشابه قوطی ," ۲۲,۰۰۰ تومان"
286,286.0,جعبه سوخاری,نوشیدنی,دلستر ," ۲۲,۰۰۰ تومان"
287,287.0,جعبه سوخاری,نوشیدنی,دوغ شیشه ای آبعلی ," ۲۲,۰۰۰ تومان"
288,288.0,جعبه سوخاری,نوشیدنی,آب معدنی کوچک ," ۲۴,۰۰۰ تومان"
289,289.0,بیرون بر خان,چلو کباب,چلو جوجه کباب فیله ," ۱۶۰,۰۰۰ تومان"
290,290.0,بیرون بر خان,چلو کباب,چلو کره ," ۵۰,۰۰۰ تومان"
291,291.0,بیرون بر خان,کباب,خوراک جوجه کباب سینه ," ۱۲۰,۰۰۰ تومان"
292,292.0,بیرون بر خان,کباب,گوجه کبابی ," ۲۰,۰۰۰ تومان"
293,293.0,بیرون بر خان,چلو خورشت,خورشت قیمه بادمجان ," ۵۰,۰۰۰ تومان"
294,294.0,بیرون بر خان,چلو خورشت,چلو خورشت قیمه بادمجان ," ۱۰۰,۰۰۰ تومان"
295,295.0,بیرون بر خان,چلو خورشت,خورشت قیمه سیب زمینی ," ۵۰,۰۰۰ تومان"
296,296.0,بیرون بر خان,چلو خورشت,چلو خورشت قیمه سیب زمینی ," ۱۰۰,۰۰۰ تومان"
297,297.0,بیرون بر خان,چلو خورشت,خورشت قورمه سبزی ," ۵۰,۰۰۰ تومان"
298,298.0,بیرون بر خان,چلو خورشت,چلو خورشت قورمه سبزی ," ۱۰۰,۰۰۰ تومان"
299,299.0,بیرون بر خان,چلو پلو ایرانی,چلو گوشت زرندی ," ۲۴۰,۰۰۰ تومان"
300,300.0,بیرون بر خان,چلو پلو ایرانی,زرشک پلو با ران مرغ سرخ شده ," ۱۳۰,۰۰۰ تومان"
301,301.0,بیرون بر خان,چلو پلو ایرانی,زرشک پلو با سینه مرغ سرخ شده ," ۱۳۰,۰۰۰ تومان"
302,302.0,بیرون بر خان,چلو پلو ایرانی,چلو ماهی قزل آلا سرخ شده ," ۲۰۰,۰۰۰ تومان"
303,303.0,بیرون بر خان,خوراک,خوراک گوشت زرندی ," ۱۹۰,۰۰۰ تومان"
304,304.0,بیرون بر خان,خوراک,خوراک مرغ سرخ شده ," ۸۰,۰۰۰ تومان"
305,305.0,بیرون بر خان,خوراک,خوراک ماهی قزل آلا سرخ شده ," ۸۰,۰۰۰ تومان"
306,306.0,بیرون بر خان,نوشیدنی,نوشابه بطری ," ۱۱,۰۰۰ تومان"
307,307.0,بیرون بر خان,نوشیدنی,نوشابه قوطی ," ۱۱,۰۰۰ تومان"
308,308.0,بیرون بر خان,نوشیدنی,نوشابه خانواده پپسی کولا ," ۱۱,۰۰۰ تومان"
309,309.0,بیرون بر خان,نوشیدنی,ماءالشعیر شیشه ای هی دی ," ۱۹,۰۰۰ تومان"
310,310.0,بیرون بر خان,نوشیدنی,لیموناد شیشه ای خوشگوار ," ۱۹,۰۰۰ تومان"
311,311.0,بیرون بر خان,نوشیدنی,دوغ بطری محلی ," ۳۰,۰۰۰ تومان"
312,312.0,بیرون بر خان,نوشیدنی,دوغ خانواده محلی ," ۳۰,۰۰۰ تومان"
313,313.0,بیرون بر خان,نوشیدنی,آب معدنی کوچک ," ۳۰,۰۰۰ تومان"
314,314.0,بیرون بر خان,نوشیدنی,آب معدنی بزرگ ," ۲۱,۸۰۰ تومان"
315,315.0,فست فود داژو,پیتزا آمریکایی,پیتزا گوشت چرخ کرده آمریکایی ," ۲۱۴,۰۰۰ تومان"
316,316.0,فست فود داژو,پیتزا آمریکایی,پیتزا مخصوص داژو آمریکایی ," ۱۳۳,۰۰۰ تومان"
317,317.0,فست فود داژو,پیتزا آمریکایی,پیتزا لبنانی آمریکایی ," ۱۴۳,۰۰۰ تومان"
318,318.0,فست فود داژو,پیتزا آمریکایی,پیتزا بیف آمریکایی ," ۳۶۶,۰۰۰ تومان"
319,319.0,فست فود داژو,پیتزا آمریکایی,پیتزا چیکن آمریکایی ," ۱۸۴,۰۰۰ تومان"
320,320.0,فست فود داژو,پیتزا آمریکایی,پیتزا داژو آمریکایی ," ۱۰۹,۰۰۰ تومان"
321,321.0,فست فود داژو,پیتزا آمریکایی,پیتزا فیلتا چیکن آمریکایی ," ۱۱۹,۰۰۰ تومان"
322,322.0,فست فود داژو,پیتزا آمریکایی,پیتزا چهار فصل آمریکایی ," ۳۲۸,۰۰۰ تومان"
323,323.0,فست فود داژو,پیتزا آمریکایی,پیتزا پپرونی آمریکایی ," ۲۵۶,۰۰۰ تومان"
324,324.0,فست فود داژو,پیتزا آمریکایی,پیتزا وجترین آمریکایی ," ۱۳۹,۰۰۰ تومان"
325,325.0,فست فود داژو,پیتزا آمریکایی,پیتزا نان سیر آمریکایی ," ۱۴۹,۰۰۰ تومان"
326,326.0,فست فود داژو,پیتزا ایتالیایی,پیتزا روسی ایتالیایی ," ۲۴۴,۰۰۰ تومان"
327,327.0,فست فود داژو,پیتزا ایتالیایی,پیتزا استاف کراست ایتالیایی ," ۲۸۴,۰۰۰ تومان"
328,328.0,فست فود داژو,پیتزا ایتالیایی,پیتزا یونانی ایتالیایی ," ۲۴۴,۰۰۰ تومان"
329,329.0,فست فود داژو,پیتزا ایتالیایی,پیتزا کوادراتو ایتالیایی ," ۲۶۴,۰۰۰ تومان"
330,330.0,فست فود داژو,پیتزا ایتالیایی,پیتزا آپاچینو ایتالیایی ," ۲۵۹,۰۰۰ تومان"
331,331.0,فست فود داژو,پیتزا ایتالیایی,پیتزا فیلتا چیکن ایتالیایی ," ۲۶۶,۰۰۰ تومان"
332,332.0,فست فود داژو,پیتزا ایتالیایی,پیتزا افریکانا ایتالیایی ," ۲۵۴,۰۰۰ تومان"
333,333.0,فست فود داژو,پیتزا ایتالیایی,پیتزا روما ایتالیایی ," ۲۴۹,۰۰۰ تومان"
334,334.0,فست فود داژو,پیتزا ایتالیایی,پیتزا امریکانا ایتالیایی ," ۲۴۴,۰۰۰ تومان"
335,335.0,فست فود داژو,پیتزا ایتالیایی,پیتزا بلونیزه ایتالیایی ," ۲۵۴,۰۰۰ تومان"
336,336.0,فست فود داژو,پیتزا ایتالیایی,پیتزا سیسیلی ایتالیایی ," ۲۵۴,۰۰۰ تومان"
337,337.0,فست فود داژو,پیتزا ایتالیایی,پیتزا رویال ایتالیایی ," ۲۵۴,۰۰۰ تومان"
338,338.0,فست فود داژو,پیتزا ایتالیایی,پیتزا سیر و استیک ایتالیایی ," ۲۶۹,۰۰۰ تومان"
339,339.0,فست فود داژو,پیتزا ایتالیایی,پیتزا وگیتاله ایتالیایی ," ۱۸۴,۰۰۰ تومان"
340,340.0,فست فود داژو,پیتزا ایتالیایی,پیتزا نان سیر ایتالیایی ," ۱۶۴,۰۰۰ تومان"
341,341.0,فست فود داژو,پیتزا ایتالیایی,پیتزا چیز ایتالیایی ," ۱۵۴,۰۰۰ تومان"
342,342.0,فست فود داژو,برگر,دوبل برگر ," ۲۳۲,۰۰۰ تومان"
343,343.0,فست فود داژو,برگر,داژو برگر ," ۲۳۲,۰۰۰ تومان"
344,344.0,فست فود داژو,برگر,میکس برگر ," ۱۸۶,۰۰۰ تومان"
345,345.0,فست فود داژو,برگر,جنرال برگر ," ۱۳۵,۰۰۰ تومان"
346,346.0,فست فود داژو,برگر,کینگ برگر ," ۱۸۴,۰۰۰ تومان"
347,347.0,فست فود داژو,برگر,چیز برگر ," ۱۵۵,۰۰۰ تومان"
348,348.0,فست فود داژو,برگر,ماشروم برگر ," ۱۶۹,۰۰۰ تومان"
349,349.0,فست فود داژو,برگر,زینگر برگر ," ۱۴۵,۰۰۰ تومان"
350,350.0,فست فود داژو,ساندویچ,ساندویچ هات پنیری ," ۱۶۹,۰۰۰ تومان"
351,351.0,فست فود داژو,ساندویچ,ساندویچ داژو ," ۲۱۸,۰۰۰ تومان"
352,352.0,فست فود داژو,ساندویچ,ساندویچ پیتزا ," ۱۲۷,۰۰۰ تومان"
353,353.0,فست فود داژو,ساندویچ,ساندویچ کابوویچ ," ۲۲۸,۰۰۰ تومان"
354,354.0,فست فود داژو,ساندویچ,ساندویچ بیف تنوری ," ۲۲۱,۰۰۰ تومان"
355,355.0,فست فود داژو,ساندویچ,ساندویچ چیکن ویچ ," ۲۰۹,۰۰۰ تومان"
356,356.0,فست فود داژو,ساندویچ,ساندویچ هات داگ تنوری ," ۱۷۵,۰۰۰ تومان"
357,357.0,فست فود داژو,ساندویچ,ساندویچ هات رول ," ۲۴۴,۰۰۰ تومان"
358,358.0,فست فود داژو,غذای فرنگی,لازانیا ناپولی ," ۱۸۳,۰۰۰ تومان"
359,359.0,فست فود داژو,غذای فرنگی,لازانیا میکس ," ۱۹۹,۰۰۰ تومان"
360,360.0,فست فود داژو,غذای فرنگی,لازانیا روما ," ۱۸۹,۰۰۰ تومان"
361,361.0,فست فود داژو,سوخاری,فیله گریل رژیمی ," ۱۹۹,۰۰۰ تومان"
362,362.0,فست فود داژو,سوخاری,فیله استریپس سه تکه ," ۱۴۸,۰۰۰ تومان"
363,363.0,فست فود داژو,سوخاری,فیله استریپس پنج تکه ," ۱۹۹,۰۰۰ تومان"
364,364.0,فست فود داژو,سوخاری,چیکن فیله ," ۱۹۹,۰۰۰ تومان"
365,365.0,فست فود داژو,سوخاری,میکس دیس مخصوص ," ۲۴۳,۰۰۰ تومان"
366,366.0,فست فود داژو,سوخاری,قارچ سوخاری ," ۲۴۳,۰۰۰ تومان"
367,367.0,فست فود داژو,سالاد و پیش غذا,سیب زمینی سرخ کرده ," ۸۵,۰۰۰ تومان"
368,368.0,فست فود داژو,سالاد و پیش غذا,سالاد سزار سوخاری ," ۲۰۲,۰۰۰ تومان"
369,369.0,فست فود داژو,سالاد و پیش غذا,سالاد سزار گریل ," ۱۸۶,۰۰۰ تومان"
370,370.0,فست فود داژو,سالاد و پیش غذا,سیب زمینی سرخ شده ساده ," ۶۵,۰۰۰ تومان"
371,371.0,فست فود داژو,سالاد و پیش غذا,سیب زمینی سرخ شده ویژه ژامبون گوشت ," ۱۶۳,۰۰۰ تومان"
372,372.0,فست فود داژو,سالاد و پیش غذا,سیب زمینی سرخ شده ویژه چیکن ," ۱۷۹,۰۰۰ تومان"
373,373.0,فست فود داژو,سالاد و پیش غذا,سیب زمینی سرخ شده ویژه میکس ," ۱۷۵,۰۰۰ تومان"
374,374.0,فست فود داژو,نوشیدنی,آب معدنی اورانوس کوچک ," ۷,۵۰۰ تومان"
375,375.0,فست فود داژو,نوشیدنی,دلستر ," ۲۴,۹۰۰ تومان"
376,376.0,فست فود داژو,نوشیدنی,لیموناد خانواده زمزم ," ۲۷,۵۰۰ تومان"
377,377.0,فست فود داژو,نوشیدنی,ماءالشعیر شیشه ای بهنوش ," ۲۵,۰۰۰ تومان"
378,378.0,فست فود داژو,نوشیدنی,لیموناد شیشه ای زمزم ," ۲۵,۰۰۰ تومان"
379,379.0,فست فود داژو,نوشیدنی,نوشابه قوطی ," ۲۵,۰۰۰ تومان"
380,380.0,فست فود داژو,نوشیدنی,نوشابه خانواده پپسی کولا ," ۱۷,۵۰۰ تومان"
381,381.0,فست فود داژو,نوشیدنی,دوغ بطری زالی ," ۲۴,۰۰۰ تومان"
382,382.0,فست فود داژو,نوشیدنی,آب معدنی کوچک ," ۱۹,۵۰۰ تومان"
383,383.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا رست بیف ایتالیایی ," ۳۸۰,۰۰۰ تومان"
384,384.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا استیک ایتالیایی ," ۲۸۰,۰۰۰ تومان"
385,385.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا تاپ میکس ایتالیایی ," ۲۸۰,۰۰۰ تومان"
386,386.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا سوپریم ایتالیایی ," ۲۹۰,۰۰۰ تومان"
387,387.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا چیکن ایتالیایی ," ۲۵۰,۰۰۰ تومان"
388,388.0,فست فود تاپ تنور,پیتزا ایتالیایی,پیتزا پپرونی ایتالیایی  ," ۲۴۵,۰۰۰ تومان"
389,389.0,فست فود تاپ تنور,برگر,برگر تنوری ," ۱۵۰,۰۰۰ تومان"
390,390.0,فست فود تاپ تنور,برگر,چیز برگر ," ۱۴۵,۰۰۰ تومان"
391,391.0,فست فود تاپ تنور,برگر,ماشروم برگر ," ۱۶۵,۰۰۰ تومان"
392,392.0,فست فود تاپ تنور,برگر,رست برگر ," ۲۴۵,۰۰۰ تومان"
393,393.0,فست فود تاپ تنور,پاستا,پاستا بیف ماشروم آلفردو ," ۲۳۰,۰۰۰ تومان"
394,394.0,فست فود تاپ تنور,پاستا,پاستا چیکن ," ۲۲۰,۰۰۰ تومان"
395,395.0,فست فود تاپ تنور,سالاد و پیش غذا,تاپ سالاد ," ۱۹۵,۰۰۰ تومان"
396,396.0,فست فود تاپ تنور,سالاد و پیش غذا,سالاد سزار گریل ," ۱۳۵,۰۰۰ تومان"
397,397.0,فست فود تاپ تنور,سالاد و پیش غذا,سیب زمینی سرخ شده ," ۶۰,۰۰۰ تومان"
398,398.0,فست فود تاپ تنور,نوشیدنی,نوشابه قوطی ," ۲۴,۰۰۰ تومان"
399,399.0,فست فود تاپ تنور,نوشیدنی,نوشابه خانواده پپسی کولا ," ۲۴,۰۰۰ تومان"
400,400.0,فست فود تاپ تنور,نوشیدنی,دوغ قوطی خوشگوار ," ۲۴,۰۰۰ تومان"
401,401.0,فست فود تاپ تنور,نوشیدنی,لیموناد شیشه ای خوشگوار ," ۳۳,۰۰۰ تومان"
402,402.0,فست فود پورت لند,پیتزا پنجره ای,پیتزا میکس آمریکایی ," ۱۴۷,۰۰۰ تومان"
403,403.0,فست فود پورت لند,پیتزا پنجره ای,پیتزا هالوپینو آمریکایی ," ۱۲۷,۰۰۰ تومان"
404,404.0,فست فود پورت لند,پیتزا پنجره ای,پیتزا سوپریم آمریکایی ," ۱۱۵,۰۰۰ تومان"
405,405.0,فست فود پورت لند,پیتزا پنجره ای,پیتزا نوستالژی آمریکایی ," ۱۱۰,۰۰۰ تومان"
406,406.0,فست فود پورت لند,پیتزا پنجره ای,پیتزا سبزیجات آمریکایی ," ۹۵,۰۰۰ تومان"
407,407.0,فست فود پورت لند,کیک پیتزایی,پیتزا میکس آمریکایی ," ۲۳۷,۰۰۰ تومان"
408,408.0,فست فود پورت لند,کیک پیتزایی,پیتزا چیکن آمریکایی ," ۱۹۷,۰۰۰ تومان"
409,409.0,فست فود پورت لند,کیک پیتزایی,پیتزا هالوپینو آمریکایی ," ۱۹۷,۰۰۰ تومان"
410,410.0,فست فود پورت لند,کیک پیتزایی,پیتزا سوپریم آمریکایی ," ۱۸۵,۰۰۰ تومان"
411,411.0,فست فود پورت لند,کیک پیتزایی,پیتزا نوستالژی آمریکایی ," ۱۸۰,۰۰۰ تومان"
412,412.0,فست فود پورت لند,برگر,چیز برگر ," ۹۶,۰۰۰ تومان"
413,413.0,فست فود پورت لند,برگر,چیلی برگر ," ۱۲۵,۰۰۰ تومان"
414,414.0,فست فود پورت لند,برگر,ماریو برگر ," ۱۰۵,۰۰۰ تومان"
415,415.0,فست فود پورت لند,برگر,ژام برگر ," ۱۱۲,۰۰۰ تومان"
